Latitud_RX,Longitud_RX,Latitud_TX,Longitud_TX,Item_conta,RSSI_RX,SNR_RX,Distancia_to_TX,Azimuth_to_TX,Fecha(UTC)
-0.211190,-78.488686,-0.212444,-78.489738,3,-89,1.25,182,220.02,
-0.211185,-78.488693,-0.212444,-78.489738,3,-87,-1.00,182,219.70,
-0.211177,-78.488701,-0.212446,-78.489738,4,-87,-1.00,182,219.27,
-0.211172,-78.488708,-0.212446,-78.489738,4,-88,-3.75,182,218.95,
-0.211169,-78.488716,-0.212447,-78.489738,5,-88,-3.75,182,218.66,
-0.211167,-78.488724,-0.212447,-78.489738,5,-88,-3.75,181,218.40,
-0.211165,-78.488724,-0.212447,-78.489738,5,-90,-6.50,181,218.36,
-0.211162,-78.488724,-0.212447,-78.489738,5,-90,-6.50,182,218.30,
-0.211157,-78.488739,-0.212447,-78.489738,5,-83,-15.00,181,217.77,
-0.211159,-78.488747,-0.212448,-78.489738,2,-83,-15.00,180,217.58,
-0.211159,-78.488754,-0.212448,-78.489738,2,-83,-15.00,180,217.36,
-0.211158,-78.488762,-0.212448,-78.489738,2,-83,-15.00,179,217.13,
-0.211158,-78.488770,-0.212448,-78.489738,2,-83,-15.00,179,216.91,
-0.211157,-78.488777,-0.212448,-78.489738,2,-83,-15.00,179,216.67,
-0.211156,-78.488785,-0.212448,-78.489731,4,-79,-13.00,178,216.21,
-0.211158,-78.488785,-0.212448,-78.489731,4,-79,-13.00,177,216.25,
-0.211155,-78.488785,-0.212448,-78.489731,4,-86,0.00,178,216.19,
-0.211160,-78.488785,-0.212448,-78.489731,5,-86,0.00,177,216.30,
-0.211162,-78.488785,-0.212448,-78.489731,5,-86,0.00,177,216.34,
-0.211161,-78.488785,-0.212448,-78.489731,5,-87,-6.75,177,216.32,
-0.211160,-78.488800,-0.212444,-78.489731,1,-87,-6.75,176,215.94,
-0.211160,-78.488808,-0.212444,-78.489731,1,-89,-1.25,175,215.71,
-0.211161,-78.488815,-0.212446,-78.489723,2,-89,-1.25,174,215.24,
-0.211161,-78.488823,-0.212446,-78.489723,2,-89,-1.25,174,215.01,
-0.211160,-78.488823,-0.212446,-78.489723,2,-86,-1.25,174,214.99,
-0.211160,-78.488831,-0.212452,-78.489723,3,-86,-1.25,174,214.64,
-0.211160,-78.488846,-0.212452,-78.489723,3,-91,-12.25,173,214.18,
-0.211160,-78.488853,-0.212452,-78.489723,4,-91,-12.25,173,213.95,
-0.211161,-78.488861,-0.212452,-78.489723,4,-91,-12.25,172,213.73,
-0.211160,-78.488869,-0.212452,-78.489723,4,-91,-12.25,172,213.48,
-0.211163,-78.488876,-0.212452,-78.489723,4,-91,-12.25,171,213.30,
-0.211162,-78.488884,-0.212452,-78.489723,4,-83,-5.25,171,213.05,
-0.211162,-78.488892,-0.212451,-78.489723,1,-83,-5.25,170,212.83,
-0.211160,-78.488907,-0.212451,-78.489723,1,-83,-5.25,169,212.31,
-0.211160,-78.488914,-0.212451,-78.489723,1,-89,-6.00,169,212.06,
-0.211162,-78.488922,-0.212451,-78.489723,1,-89,-6.00,168,211.86,
-0.211164,-78.488930,-0.212451,-78.489723,1,-89,-6.00,168,211.65,
-0.211165,-78.488937,-0.212452,-78.489731,3,-81,-13.50,168,211.65,
-0.211158,-78.488960,-0.212452,-78.489731,3,-81,-13.50,167,210.77,
-0.211160,-78.488968,-0.212452,-78.489731,3,-81,-13.50,166,210.56,
-0.211162,-78.488983,-0.212452,-78.489731,3,-81,-13.50,165,210.10,
-0.211163,-78.488998,-0.212452,-78.489731,3,-81,-13.50,164,209.61,
-0.211167,-78.489006,-0.212452,-78.489731,3,-81,-13.50,164,209.42,
-0.211167,-78.489014,-0.212452,-78.489731,3,-81,-13.50,163,209.17,
-0.211170,-78.489029,-0.212452,-78.489731,3,-81,-13.50,162,208.70,
-0.211179,-78.489044,-0.212452,-78.489731,3,-81,-13.50,160,208.34,
-0.211186,-78.489059,-0.212452,-78.489731,3,-81,-13.50,159,207.94,
-0.211184,-78.489067,-0.212452,-78.489731,3,-81,-13.50,159,207.63,
-0.211191,-78.489075,-0.212452,-78.489731,3,-81,-13.50,158,207.49,
-0.211194,-78.489082,-0.212452,-78.489731,3,-91,-11.00,157,207.27,
-0.211189,-78.489098,-0.212457,-78.489731,3,-91,-11.00,157,206.54,
-0.211196,-78.489105,-0.212457,-78.489731,3,-91,-11.00,156,206.39,
-0.211201,-78.489113,-0.212457,-78.489731,3,-91,-11.00,155,206.20,
-0.211201,-78.489120,-0.212457,-78.489731,3,-91,-11.00,155,205.92,
-0.211206,-78.489120,-0.212457,-78.489731,3,-90,-13.75,154,206.01,
-0.211208,-78.489128,-0.212457,-78.489731,5,-90,-13.75,154,205.76,
-0.211211,-78.489136,-0.212457,-78.489731,5,-90,-13.75,153,205.53,
-0.211210,-78.489151,-0.212457,-78.489731,5,-91,-12.00,152,204.94,
-0.211203,-78.489166,-0.212457,-78.489731,1,-91,-12.00,152,204.24,
-0.211196,-78.489166,-0.212457,-78.489731,1,-91,-12.00,153,204.12,
-0.211191,-78.489174,-0.212457,-78.489731,1,-79,-18.25,153,203.75,
-0.211191,-78.489182,-0.212457,-78.489731,1,-79,-18.25,153,203.46,
-0.211191,-78.489197,-0.212457,-78.489731,1,-79,-18.25,152,202.87,
-0.211190,-78.489212,-0.212457,-78.489731,1,-79,-18.25,152,202.27,
-0.211190,-78.489220,-0.212457,-78.489731,1,-79,-18.25,151,201.97,
-0.211188,-78.489227,-0.212457,-78.489731,1,-86,-20.50,151,201.64,
-0.211185,-78.489235,-0.212457,-78.489731,1,-86,-20.50,151,201.30,
-0.211185,-78.489243,-0.212457,-78.489731,1,-86,-20.50,151,201.00,
-0.211186,-78.489258,-0.212457,-78.489731,1,-86,-20.50,150,200.41,
-0.211193,-78.489281,-0.212457,-78.489731,1,-86,-20.50,149,199.60,
-0.211191,-78.489288,-0.212457,-78.489731,1,-86,-20.50,149,199.27,
-0.211189,-78.489296,-0.212457,-78.489731,1,-86,-20.50,149,198.93,
-0.211192,-78.489304,-0.212457,-78.489731,1,-90,-21.50,148,198.66,
-0.211194,-78.489319,-0.212457,-78.489731,1,-90,-21.50,147,198.07,
-0.211195,-78.489326,-0.212457,-78.489731,1,-90,-21.50,147,197.77,
-0.211201,-78.489334,-0.212457,-78.489731,1,-90,-21.50,146,197.53,
-0.211205,-78.489342,-0.212457,-78.489731,1,-90,-21.50,145,197.26,
-0.211208,-78.489342,-0.212457,-78.489731,1,-90,-15.50,145,197.30,
-0.211211,-78.489342,-0.212454,-78.489738,4,-90,-15.50,145,197.70,
-0.211214,-78.489342,-0.212454,-78.489738,4,-90,-15.50,144,197.74,
-0.211220,-78.489349,-0.212454,-78.489738,4,-90,-15.50,143,197.50,
-0.211235,-78.489349,-0.212454,-78.489738,4,-88,-24.75,142,197.70,
-0.211241,-78.489357,-0.212454,-78.489738,4,-88,-24.75,141,197.46,
-0.211247,-78.489365,-0.212454,-78.489738,4,-88,-24.75,140,197.21,
-0.211250,-78.489365,-0.212454,-78.489738,4,-88,-24.75,140,197.25,
-0.211254,-78.489365,-0.212454,-78.489738,4,-88,-24.75,139,197.30,
-0.211259,-78.489372,-0.212454,-78.489738,4,-88,-24.75,139,197.04,
-0.211273,-78.489372,-0.212454,-78.489738,4,-88,-24.75,137,197.23,
-0.211280,-78.489372,-0.212454,-78.489738,4,-84,-19.00,136,197.32,
-0.211287,-78.489380,-0.212454,-78.489738,4,-84,-19.00,135,197.08,
-0.211291,-78.489372,-0.212454,-78.489738,4,-89,-8.00,135,197.48,
-0.211301,-78.489372,-0.212452,-78.489738,4,-89,-8.00,134,197.65,
-0.211310,-78.489372,-0.212452,-78.489738,4,-89,-8.00,133,197.78,
-0.211330,-78.489372,-0.212452,-78.489738,4,-89,-8.00,131,198.08,
-0.211341,-78.489372,-0.212452,-78.489738,4,-89,-8.00,130,198.24,
-0.211347,-78.489372,-0.212452,-78.489738,4,-90,-6.50,129,198.34,
-0.211357,-78.489372,-0.212450,-78.489738,1,-90,-6.50,128,198.52,
-0.211367,-78.489365,-0.212450,-78.489738,1,-90,-6.50,127,199.04,
-0.211374,-78.489365,-0.212450,-78.489738,1,-89,-8.75,126,199.16,
-0.211379,-78.489349,-0.212450,-78.489738,1,-89,-8.75,126,199.97,
-0.211384,-78.489349,-0.212450,-78.489738,1,-89,-8.00,126,200.05,
-0.211391,-78.489349,-0.212447,-78.489738,3,-89,-8.00,125,200.23,
-0.211398,-78.489349,-0.212447,-78.489738,3,-89,-8.00,124,200.35,
-0.211407,-78.489349,-0.212447,-78.489738,3,-89,-8.00,123,200.51,
-0.211415,-78.489349,-0.212447,-78.489738,3,-89,-8.00,122,200.66,
-0.211424,-78.489342,-0.212447,-78.489738,3,-89,-8.00,122,201.20,
-0.211430,-78.489334,-0.212446,-78.489738,5,-77,-13.75,121,201.70,
-0.211435,-78.489334,-0.212446,-78.489738,5,-77,-13.75,121,201.80,
-0.211445,-78.489334,-0.212446,-78.489738,5,-85,0.75,120,202.00,
-0.211454,-78.489326,-0.212445,-78.489738,1,-85,0.75,119,202.57,
-0.211461,-78.489326,-0.212445,-78.489738,1,-85,0.75,118,202.72,
-0.211476,-78.489319,-0.212445,-78.489738,1,-80,-3.50,117,203.41,
-0.211478,-78.489311,-0.212449,-78.489738,2,-80,-3.50,117,203.75,
-0.211480,-78.489304,-0.212449,-78.489738,2,-80,-3.50,118,204.17,
-0.211477,-78.489304,-0.212449,-78.489738,2,-80,-3.50,118,204.10,
-0.211480,-78.489296,-0.212449,-78.489738,2,-80,-3.50,118,204.54,
-0.211483,-78.489288,-0.212449,-78.489738,2,-80,4.25,118,204.98,
-0.211481,-78.489288,-0.212446,-78.489738,4,-80,4.25,118,205.01,
-0.211482,-78.489281,-0.212446,-78.489738,4,-81,7.25,118,205.40,
-0.211485,-78.489281,-0.212447,-78.489738,5,-81,7.25,118,205.45,
-0.211489,-78.489273,-0.212447,-78.489738,5,-81,7.25,118,205.91,
-0.211493,-78.489273,-0.212447,-78.489738,5,-85,2.00,118,206.00,
-0.211496,-78.489265,-0.212446,-78.489738,1,-85,2.00,118,206.47,
-0.211503,-78.489265,-0.212446,-78.489738,1,-89,-1.00,117,206.64,
-0.211509,-78.489258,-0.212448,-78.489746,2,-89,-1.00,117,207.47,
-0.211516,-78.489258,-0.212448,-78.489746,2,-89,-1.00,117,207.65,
-0.211519,-78.489250,-0.212448,-78.489746,2,-88,-0.25,117,208.09,
-0.211529,-78.489243,-0.212448,-78.489746,3,-88,-0.25,116,208.72,
-0.211534,-78.489235,-0.212448,-78.489746,3,-88,-0.25,116,209.22,
-0.211536,-78.489235,-0.212448,-78.489746,4,-79,-12.25,116,209.27,
-0.211539,-78.489227,-0.212448,-78.489746,4,-79,-12.25,116,209.71,
-0.211543,-78.489220,-0.212448,-78.489746,4,-85,-1.00,116,210.19,
-0.211550,-78.489220,-0.212450,-78.489746,5,-85,-1.00,115,210.32,
-0.211557,-78.489220,-0.212450,-78.489746,5,-85,-1.00,115,210.52,
-0.211566,-78.489212,-0.212450,-78.489746,5,-81,-9.50,114,211.14,
-0.211575,-78.489204,-0.212450,-78.489738,1,-81,-9.50,114,211.40,
-0.211585,-78.489197,-0.212450,-78.489738,1,-81,-9.50,113,212.06,
-0.211591,-78.489189,-0.212450,-78.489738,1,-81,-9.50,113,212.60,
-0.211595,-78.489182,-0.212450,-78.489738,1,-81,-9.50,113,213.08,
-0.211596,-78.489174,-0.212450,-78.489738,1,-85,-3.50,113,213.47,
-0.211601,-78.489174,-0.212449,-78.489738,3,-85,-3.50,113,213.65,
-0.211608,-78.489166,-0.212449,-78.489738,3,-86,2.25,113,214.23,
-0.211624,-78.489151,-0.212451,-78.489738,4,-86,2.25,112,215.39,
-0.211631,-78.489143,-0.212451,-78.489738,4,-86,2.25,112,215.97,
-0.211641,-78.489143,-0.212451,-78.489738,4,-86,-3.25,111,216.30,
-0.211645,-78.489136,-0.212450,-78.489738,5,-86,-3.25,111,216.82,
-0.211655,-78.489120,-0.212450,-78.489738,5,-88,0.75,111,217.86,
-0.211662,-78.489120,-0.212448,-78.489738,1,-88,0.75,111,218.18,
-0.211663,-78.489113,-0.212448,-78.489738,1,-88,0.75,111,218.55,
-0.211670,-78.489105,-0.212448,-78.489738,1,-87,0.75,111,219.14,
-0.211677,-78.489098,-0.212448,-78.489738,2,-87,0.75,111,219.73,
-0.211681,-78.489090,-0.212448,-78.489738,2,-87,0.75,111,220.21,
-0.211688,-78.489082,-0.212445,-78.489746,3,-78,-6.75,111,221.24,
-0.211693,-78.489082,-0.212445,-78.489746,3,-78,-6.75,111,221.43,
-0.211702,-78.489075,-0.212445,-78.489746,3,-86,3.00,111,222.10,
-0.211708,-78.489067,-0.212445,-78.489738,4,-86,3.00,110,222.33,
-0.211713,-78.489059,-0.212445,-78.489738,4,-86,3.00,111,222.85,
-0.211717,-78.489059,-0.212445,-78.489738,4,-82,-6.25,110,223.01,
-0.211720,-78.489052,-0.212448,-78.489738,5,-82,-6.25,111,223.33,
-0.211724,-78.489044,-0.212448,-78.489738,5,-82,-6.25,111,223.80,
-0.211723,-78.489029,-0.212448,-78.489738,5,-82,-6.25,112,224.38,
-0.211728,-78.489021,-0.212448,-78.489738,5,-82,-6.25,113,224.89,
-0.211730,-78.489021,-0.212448,-78.489738,5,-84,-1.50,112,224.97,
-0.211734,-78.489014,-0.212448,-78.489738,2,-84,-1.50,113,225.43,
-0.211738,-78.489014,-0.212448,-78.489738,2,-86,2.25,112,225.59,
-0.211743,-78.489006,-0.212448,-78.489738,3,-86,2.25,113,226.09,
-0.211755,-78.488991,-0.212448,-78.489738,3,-86,2.25,113,227.17,
-0.211761,-78.488991,-0.212448,-78.489738,3,-85,1.75,112,227.42,
-0.211766,-78.488983,-0.212448,-78.489731,4,-85,1.75,112,227.63,
-0.211771,-78.488976,-0.212448,-78.489731,4,-87,1.50,112,228.13,
-0.211776,-78.488968,-0.212449,-78.489731,5,-87,1.50,113,228.58,
-0.211781,-78.488968,-0.212449,-78.489731,5,-87,1.50,112,228.80,
-0.211786,-78.488960,-0.212449,-78.489731,5,-86,2.00,113,229.29,
-0.211797,-78.488953,-0.212450,-78.489731,1,-86,2.00,112,230.00,
-0.211803,-78.488937,-0.212450,-78.489731,1,-86,2.00,113,230.81,
-0.211807,-78.488930,-0.212449,-78.489731,2,-78,-8.75,114,231.29,
-0.211813,-78.488930,-0.212449,-78.489731,2,-78,-8.75,113,231.55,
-0.211820,-78.488922,-0.212449,-78.489731,2,-87,0.00,113,232.12,
-0.211826,-78.488914,-0.212448,-78.489731,3,-87,0.00,114,232.69,
-0.211829,-78.488907,-0.212448,-78.489731,3,-87,0.00,114,233.08,
-0.211830,-78.488899,-0.212448,-78.489731,3,-83,-9.25,115,233.38,
-0.211837,-78.488892,-0.212448,-78.489731,4,-83,-9.25,115,233.94,
-0.211842,-78.488884,-0.212448,-78.489731,4,-83,-9.25,115,234.41,
-0.211849,-78.488884,-0.212448,-78.489731,4,-83,-9.25,115,234.73,
-0.211853,-78.488876,-0.212448,-78.489731,4,-83,-9.25,115,235.15,
-0.211865,-78.488861,-0.212448,-78.489731,4,-86,-4.25,116,236.17,
-0.211871,-78.488853,-0.212450,-78.489723,1,-86,-4.25,116,236.35,
-0.211878,-78.488846,-0.212450,-78.489723,1,-87,0.75,116,236.90,
-0.211883,-78.488846,-0.212451,-78.489723,2,-87,0.75,116,237.08,
-0.211891,-78.488838,-0.212451,-78.489723,2,-87,0.75,116,237.68,
-0.211895,-78.488831,-0.212451,-78.489723,2,-88,-0.75,116,238.08,
-0.211902,-78.488823,-0.212451,-78.489731,3,-88,-0.75,118,238.84,
-0.211904,-78.488815,-0.212451,-78.489731,3,-89,-1.00,118,239.14,
-0.211907,-78.488815,-0.212451,-78.489731,4,-89,-1.00,118,239.28,
-0.211910,-78.488815,-0.212451,-78.489731,4,-89,-1.00,118,239.42,
-0.211916,-78.488808,-0.212451,-78.489731,4,-89,-0.25,118,239.91,
-0.211926,-78.488800,-0.212452,-78.489731,5,-89,-0.25,118,240.53,
-0.211942,-78.488792,-0.212452,-78.489731,5,-83,-4.75,118,241.48,
-0.211950,-78.488785,-0.212456,-78.489731,1,-83,-4.75,119,241.86,
-0.211959,-78.488777,-0.212456,-78.489731,1,-83,-4.75,119,242.47,
-0.211968,-78.488770,-0.212456,-78.489731,1,-90,-4.75,119,243.09,
-0.211974,-78.488770,-0.212456,-78.489731,1,-90,-4.75,119,243.37,
-0.211981,-78.488762,-0.212456,-78.489731,1,-90,-4.75,120,243.88,
-0.211996,-78.488754,-0.212456,-78.489731,1,-82,-14.50,120,244.78,
-0.212003,-78.488747,-0.212457,-78.489731,3,-82,-14.50,120,245.24,
-0.212010,-78.488739,-0.212457,-78.489731,3,-82,-14.50,121,245.74,
-0.212017,-78.488739,-0.212457,-78.489731,3,-82,-14.50,120,246.08,
-0.212024,-78.488731,-0.212457,-78.489731,3,-82,-14.50,121,246.58,
-0.212030,-78.488731,-0.212457,-78.489731,3,-85,-2.75,120,246.87,
-0.212048,-78.488724,-0.212457,-78.489738,5,-85,-2.75,121,248.05,
-0.212057,-78.488724,-0.212457,-78.489738,5,-87,2.50,121,248.48,
-0.212065,-78.488716,-0.212457,-78.489746,1,-87,2.50,122,249.16,
-0.212078,-78.488716,-0.212457,-78.489746,1,-87,2.50,122,249.80,
-0.212089,-78.488724,-0.212457,-78.489746,1,-88,-1.25,120,250.20,
-0.212098,-78.488724,-0.212456,-78.489746,2,-88,-1.25,120,250.70,
-0.212118,-78.488731,-0.212456,-78.489746,2,-88,-0.75,118,251.58,
-0.212125,-78.488724,-0.212454,-78.489746,3,-88,-0.75,119,252.16,
-0.212132,-78.488724,-0.212454,-78.489746,3,-88,-0.75,119,252.52,
-0.212139,-78.488731,-0.212454,-78.489746,3,-88,1.50,118,252.75,
-0.212145,-78.488731,-0.212452,-78.489746,4,-88,1.50,117,253.17,
-0.212154,-78.488739,-0.212452,-78.489746,4,-81,-3.00,116,253.52,
-0.212171,-78.488747,-0.212455,-78.489746,5,-81,-3.00,115,254.14,
-0.212180,-78.488754,-0.212455,-78.489746,5,-81,-3.00,114,254.50,
-0.212189,-78.488754,-0.212455,-78.489746,5,-89,-1.75,114,254.99,
-0.212196,-78.488762,-0.212455,-78.489746,1,-89,-1.75,113,255.26,
-0.212203,-78.488762,-0.212455,-78.489746,1,-89,-1.75,112,255.64,
-0.212209,-78.488762,-0.212455,-78.489746,1,-80,-7.50,112,255.97,
-0.212235,-78.488762,-0.212459,-78.489754,2,-80,-7.50,113,257.27,
-0.212242,-78.488770,-0.212459,-78.489754,2,-80,-7.50,112,257.57,
-0.212250,-78.488770,-0.212459,-78.489754,2,-80,-7.50,111,258.01,
-0.212258,-78.488777,-0.212459,-78.489754,2,-80,-7.50,110,258.37,
-0.212265,-78.488777,-0.212459,-78.489754,2,-87,-4.50,110,258.76,
-0.212272,-78.488777,-0.212460,-78.489754,4,-87,-4.50,110,259.10,
-0.212286,-78.488785,-0.212460,-78.489754,4,-87,2.50,109,259.82,
-0.212291,-78.488792,-0.212459,-78.489754,5,-87,2.50,108,260.09,
-0.212297,-78.488792,-0.212459,-78.489754,5,-87,2.50,108,260.43,
-0.212303,-78.488792,-0.212459,-78.489754,5,-87,0.50,108,260.78,
-0.212307,-78.488800,-0.212458,-78.489754,1,-87,0.50,107,261.00,
-0.212313,-78.488808,-0.212458,-78.489754,1,-89,-0.50,106,261.29,
-0.212325,-78.488823,-0.212457,-78.489754,2,-89,-0.50,104,261.93,
-0.212333,-78.488831,-0.212457,-78.489754,2,-89,-0.50,103,262.35,
-0.212339,-78.488838,-0.212457,-78.489754,2,-89,-0.50,102,262.66,
-0.212346,-78.488846,-0.212457,-78.489754,2,-89,-0.50,101,263.03,
-0.212350,-78.488853,-0.212457,-78.489754,2,-80,-2.25,100,263.22,
-0.212352,-78.488861,-0.212457,-78.489754,4,-80,-2.25,99,263.29,
-0.212354,-78.488853,-0.212457,-78.489754,4,-80,-2.25,100,263.47,
-0.212373,-78.488869,-0.212457,-78.489754,4,-80,-2.25,98,264.58,
-0.212378,-78.488884,-0.212457,-78.489754,4,-80,-2.25,97,264.81,
-0.212383,-78.488892,-0.212457,-78.489754,4,-80,-2.25,96,265.09,
-0.212390,-78.488899,-0.212457,-78.489754,4,-83,-12.75,95,265.52,
-0.212395,-78.488899,-0.212456,-78.489746,1,-83,-12.75,94,265.88,
-0.212400,-78.488907,-0.212456,-78.489746,1,-83,-12.75,93,266.18,
-0.212405,-78.488922,-0.212456,-78.489746,1,-83,-12.75,91,266.46,
-0.212411,-78.488930,-0.212456,-78.489746,1,-83,-12.75,90,266.84,
-0.212414,-78.488937,-0.212456,-78.489746,1,-86,-5.50,90,267.03,
-0.212420,-78.488945,-0.212452,-78.489746,3,-86,-5.50,89,267.71,
-0.212427,-78.488953,-0.212452,-78.489746,3,-90,-4.25,88,268.20,
-0.212432,-78.488960,-0.212455,-78.489738,4,-90,-4.25,86,268.31,
-0.212453,-78.488968,-0.212455,-78.489738,4,-90,-4.25,85,269.85,
-0.212459,-78.488976,-0.212455,-78.489738,4,-89,-3.00,84,270.30,
-0.212464,-78.488976,-0.212451,-78.489738,5,-89,-3.00,84,270.98,
-0.212471,-78.488983,-0.212451,-78.489738,5,-86,3.25,84,271.52,
-0.212478,-78.488983,-0.212448,-78.489746,1,-86,3.25,84,272.25,
-0.212483,-78.488991,-0.212448,-78.489746,1,-86,3.25,84,272.65,
-0.212493,-78.488991,-0.212448,-78.489746,1,-88,0.50,84,273.41,
-0.212495,-78.488998,-0.212450,-78.489738,2,-88,0.50,82,273.48,
-0.212501,-78.489014,-0.212450,-78.489738,2,-84,-6.75,80,274.03,
-0.212510,-78.489021,-0.212450,-78.489738,3,-84,-6.75,80,274.78,
-0.212516,-78.489029,-0.212450,-78.489738,3,-84,-6.75,79,275.31,
-0.212524,-78.489037,-0.212450,-78.489738,3,-89,-0.25,78,276.02,
-0.212537,-78.489044,-0.212450,-78.489738,4,-89,-0.25,77,277.14,
-0.212544,-78.489052,-0.212450,-78.489738,4,-89,-0.25,77,277.79,
-0.212550,-78.489052,-0.212450,-78.489738,4,-81,-7.25,77,278.29,
-0.212554,-78.489059,-0.212448,-78.489738,5,-81,-7.25,76,278.87,
-0.212558,-78.489067,-0.212448,-78.489738,5,-81,-7.25,75,279.30,
-0.212562,-78.489067,-0.212448,-78.489738,5,-81,-7.25,75,279.64,
-0.212569,-78.489082,-0.212448,-78.489738,5,-81,-7.25,74,280.45,
-0.212572,-78.489090,-0.212448,-78.489738,5,-84,-2.50,73,280.82,
-0.212575,-78.489105,-0.212445,-78.489746,2,-84,-2.50,72,281.47,
-0.212573,-78.489113,-0.212445,-78.489746,2,-85,3.25,71,281.43,
-0.212574,-78.489120,-0.212445,-78.489746,3,-85,3.25,71,281.65,
-0.212576,-78.489136,-0.212445,-78.489746,3,-85,3.25,69,282.11,
-0.212582,-78.489143,-0.212445,-78.489746,3,-85,1.50,68,282.81,
-0.212587,-78.489159,-0.212446,-78.489746,4,-85,1.50,67,283.50,
-0.212598,-78.489159,-0.212446,-78.489746,4,-91,-5.50,67,284.51,
-0.212601,-78.489166,-0.212448,-78.489746,5,-91,-5.50,66,284.78,
-0.212605,-78.489174,-0.212448,-78.489746,5,-91,-5.50,65,285.34,
-0.212608,-78.489182,-0.212448,-78.489746,5,-90,-4.25,65,285.82,
-0.212613,-78.489189,-0.212449,-78.489746,1,-90,-4.25,64,286.41,
-0.212612,-78.489197,-0.212449,-78.489746,1,-80,-0.75,63,286.53,
-0.212613,-78.489212,-0.212451,-78.489738,2,-80,-0.75,61,287.11,
-0.212615,-78.489212,-0.212451,-78.489738,2,-80,-0.75,61,287.30,
-0.212615,-78.489220,-0.212451,-78.489738,2,-88,0.50,60,287.54,
-0.212615,-78.489227,-0.212451,-78.489738,3,-88,0.50,59,287.79,
-0.212615,-78.489243,-0.212451,-78.489738,3,-88,0.50,58,288.30,
-0.212611,-78.489258,-0.212451,-78.489738,3,-80,-4.00,56,288.41,
-0.212610,-78.489265,-0.212450,-78.489731,4,-80,-4.00,54,288.97,
-0.212611,-78.489281,-0.212450,-78.489731,4,-80,-4.00,53,289.68,
-0.212612,-78.489288,-0.212450,-78.489731,4,-80,-4.00,52,290.11,
-0.212612,-78.489296,-0.212450,-78.489731,4,-80,-4.00,51,290.43,
-0.212609,-78.489311,-0.212450,-78.489731,4,-81,3.75,49,290.75,
-0.212607,-78.489319,-0.212447,-78.489723,1,-81,3.75,48,291.59,
